filepath;filename;solver;solve-time (ms);parse-time (ms);runtime (ms);IFC;inconsistent_formulas;atoms_valued_both
data\Dataset_A\sig10_15_25\srs_5.txt;srs_5.txt;MaxSAT;0,00;0,00;0,00;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14'];['A0:b', 'A1:t', 'A2:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_50.txt;srs_50.txt;ASP;20,46;0,47;20,93;14;['F1', 'F2', 'F3', 'F4', 'F5', 'F7', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19'];['A0:t', 'A1:t', 'A2:t', 'A3:f', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:f', 'A9:f']
data\Dataset_A\sig10_15_25\srs_50.txt;srs_50.txt;MaxSAT;1,00;1,00;2,00;14;['F1', 'F2', 'F3', 'F4', 'F5', 'F7', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19'];['A0:t', 'A1:t', 'A2:t', 'A3:f', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:f', 'A9:f']
data\Dataset_A\sig10_15_25\srs_51.txt;srs_51.txt;ASP;17,59;1,14;18,73;18;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F18', 'F20', 'F21'];['A0:b', 'A1:t', 'A2:b', 'A3:t', 'A4:t', 'A5:f', 'A6:b', 'A7:f', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_51.txt;srs_51.txt;MaxSAT;1,00;1,00;2,00;18;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F18', 'F20', 'F21'];['A0:b', 'A1:t', 'A2:b', 'A3:t', 'A4:t', 'A5:f', 'A6:b', 'A7:f', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_52.txt;srs_52.txt;ASP;14,37;0,00;14,37;11;['F0', 'F1', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F11', 'F13', 'F15'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_52.txt;srs_52.txt;MaxSAT;0,00;0,00;0,00;11;['F0', 'F1', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F11', 'F13', 'F15'];['A0:t', 'A1:t', 'A2:t', 'A3:t', 'A4:f', 'A5:t', 'A6:b', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_53.txt;srs_53.txt;ASP;18,82;1,59;20,42;19;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_53.txt;srs_53.txt;MaxSAT;0,00;0,00;0,00;19;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_54.txt;srs_54.txt;ASP;15,99;0,00;15,99;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F7', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17'];['A0:b', 'A1:t', 'A2:t', 'A3:f', 'A4:t', 'A5:t', 'A6:b', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_54.txt;srs_54.txt;MaxSAT;0,00;0,71;0,71;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F7', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17'];['A0:b', 'A1:t', 'A2:t', 'A3:f', 'A4:t', 'A5:t', 'A6:b', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_55.txt;srs_55.txt;ASP;13,66;0,00;13,66;20;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:b', 'A1:b', 'A2:f', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_55.txt;srs_55.txt;MaxSAT;1,41;1,00;2,41;20;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:b', 'A1:b', 'A2:f', 'A3:t', 'A4:f', 'A5:b', 'A6:t', 'A7:f', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_56.txt;srs_56.txt;ASP;10,76;0,51;11,26;20;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_56.txt;srs_56.txt;MaxSAT;0,00;0,00;0,00;20;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20'];['A0:f', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_57.txt;srs_57.txt;ASP;5,55;0,33;5,89;22;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:f', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_57.txt;srs_57.txt;MaxSAT;1,01;5,08;6,09;22;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:f', 'A7:f', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_58.txt;srs_58.txt;ASP;12,06;1,08;13,14;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F21', 'F22'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_58.txt;srs_58.txt;MaxSAT;0,00;1,00;1,00;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F21', 'F22'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_59.txt;srs_59.txt;ASP;8,79;0,00;8,79;13;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13'];['A0:b', 'A1:t', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_59.txt;srs_59.txt;MaxSAT;0,00;1,00;1,00;13;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13'];['A0:t', 'A1:t', 'A2:b', 'A3:t', 'A4:t', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_6.txt;srs_6.txt;ASP;9,82;1,02;10,84;14;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F17'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:f', 'A5:b', 'A6:f', 'A7:t', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_6.txt;srs_6.txt;MaxSAT;0,43;0,48;0,91;14;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F17'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:f', 'A5:b', 'A6:f', 'A7:t', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_60.txt;srs_60.txt;ASP;13,20;0,00;13,20;20;['F0', 'F1', 'F2', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_60.txt;srs_60.txt;MaxSAT;1,24;0,79;2,03;20;['F0', 'F1', 'F2', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:t', 'A1:b', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:b', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_61.txt;srs_61.txt;ASP;11,16;0,84;12,01;19;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F19', 'F21'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_61.txt;srs_61.txt;MaxSAT;0,00;1,00;1,00;19;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F19', 'F21'];['A0:b', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:f', 'A6:t', 'A7:t', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_62.txt;srs_62.txt;ASP;8,56;1,00;9,56;14;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15'];['A0:f', 'A1:f', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_62.txt;srs_62.txt;MaxSAT;0,00;1,00;1,00;14;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15'];['A0:f', 'A1:t', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A7:b', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_63.txt;srs_63.txt;ASP;5,54;1,02;6,56;11;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F7', 'F9', 'F10', 'F12', 'F14'];['A0:b', 'A1:b', 'A2:t', 'A3:t', 'A4:t', 'A5:f', 'A6:b', 'A7:f', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_63.txt;srs_63.txt;MaxSAT;0,00;6,02;6,02;11;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F7', 'F9', 'F10', 'F12', 'F14'];['A0:t', 'A1:b', 'A2:t', 'A3:t', 'A4:t', 'A5:f', 'A6:b', 'A7:f', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_64.txt;srs_64.txt;ASP;13,40;1,02;14,42;22;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:t', 'A6:b', 'A7:f', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_64.txt;srs_64.txt;MaxSAT;0,00;1,41;1,41;22;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_65.txt;srs_65.txt;ASP;2,06;0,87;2,93;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_65.txt;srs_65.txt;MaxSAT;0,00;0,00;0,00;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_66.txt;srs_66.txt;ASP;9,48;0,49;9,97;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F12', 'F13'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:f', 'A8:f', 'A9:b']
data\Dataset_A\sig10_15_25\srs_66.txt;srs_66.txt;MaxSAT;0,00;0,00;0,00;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F12', 'F13'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:f', 'A8:f', 'A9:b']
data\Dataset_A\sig10_15_25\srs_67.txt;srs_67.txt;ASP;11,96;1,01;12,98;20;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:b', 'A1:t', 'A2:b', 'A3:f', 'A4:b', 'A5:t', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_67.txt;srs_67.txt;MaxSAT;1,02;1,19;2,21;20;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:b', 'A1:t', 'A2:b', 'A3:f', 'A4:b', 'A5:t', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_68.txt;srs_68.txt;ASP;3,83;0,56;4,38;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_68.txt;srs_68.txt;MaxSAT;0,00;5,88;5,88;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:f', 'A5:f', 'A6:f', 'A7:b', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_69.txt;srs_69.txt;ASP;14,82;0,00;14,82;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F21', 'F22', 'F23'];['A0:b', 'A1:b', 'A2:f', 'A3:t', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_69.txt;srs_69.txt;MaxSAT;0,00;1,14;1,14;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F21', 'F22', 'F23'];['A0:b', 'A1:f', 'A2:f', 'A3:t', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_7.txt;srs_7.txt;ASP;8,98;1,01;9,99;21;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_7.txt;srs_7.txt;MaxSAT;0,00;1,00;1,00;21;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_70.txt;srs_70.txt;ASP;7,83;0,00;7,83;9;['F1', 'F3', 'F5', 'F6', 'F9', 'F10', 'F12', 'F14', 'F15'];['A0:f', 'A1:t', 'A2:f', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_70.txt;srs_70.txt;MaxSAT;0,00;6,92;6,92;9;['F1', 'F3', 'F5', 'F6', 'F9', 'F10', 'F12', 'F14', 'F15'];['A0:f', 'A1:t', 'A2:f', 'A3:b', 'A4:t', 'A5:b', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_71.txt;srs_71.txt;ASP;12,84;0,00;12,84;19;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19', 'F20', 'F21'];['A0:b', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_71.txt;srs_71.txt;MaxSAT;1,03;1,69;2,71;19;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F19', 'F20', 'F21'];['A0:b', 'A1:b', 'A2:f', 'A3:t', 'A4:b', 'A5:b', 'A6:f', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_72.txt;srs_72.txt;ASP;10,44;0,00;10,44;19;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_72.txt;srs_72.txt;MaxSAT;0,00;1,05;1,05;19;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_73.txt;srs_73.txt;ASP;20,93;0,44;21,36;7;['F3', 'F6', 'F8', 'F10', 'F11', 'F13', 'F17'];['A0:t', 'A1:f', 'A2:b', 'A3:t', 'A4:f', 'A5:f', 'A6:t', 'A7:t', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_73.txt;srs_73.txt;MaxSAT;0,00;0,00;0,00;7;['F3', 'F6', 'F8', 'F10', 'F11', 'F13', 'F17'];['A0:f', 'A1:f', 'A2:b', 'A3:t', 'A4:f', 'A5:t', 'A6:t', 'A7:t', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_74.txt;srs_74.txt;ASP;13,11;0,00;13,11;3;['F10', 'F14', 'F16'];['A0:t', 'A1:f', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_74.txt;srs_74.txt;MaxSAT;0,00;0,75;0,75;3;['F10', 'F14', 'F16'];['A0:t', 'A1:f', 'A2:t', 'A3:b', 'A4:t', 'A5:f', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_75.txt;srs_75.txt;ASP;16,20;0,00;16,20;10;['F1', 'F2', 'F4', 'F5', 'F6', 'F8', 'F10', 'F12', 'F13', 'F14'];['A0:b', 'A1:t', 'A2:f', 'A3:f', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_75.txt;srs_75.txt;MaxSAT;0,00;0,00;0,00;10;['F1', 'F2', 'F4', 'F5', 'F6', 'F8', 'F10', 'F12', 'F13', 'F14'];['A0:b', 'A1:t', 'A2:f', 'A3:f', 'A4:t', 'A5:f', 'A6:b', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_76.txt;srs_76.txt;ASP;10,61;0,00;10,61;13;['F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F12', 'F13', 'F14', 'F15', 'F16'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:t', 'A5:t', 'A6:f', 'A7:f', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_76.txt;srs_76.txt;MaxSAT;0,00;1,29;1,29;13;['F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F12', 'F13', 'F14', 'F15', 'F16'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:t', 'A5:t', 'A6:t', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_77.txt;srs_77.txt;ASP;13,46;0,00;13,46;14;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F12', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:t', 'A3:f', 'A4:t', 'A5:t', 'A6:b', 'A7:f', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_77.txt;srs_77.txt;MaxSAT;0,00;1,00;1,00;14;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F12', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:t', 'A3:f', 'A4:t', 'A5:t', 'A6:b', 'A7:f', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_78.txt;srs_78.txt;ASP;14,70;0,00;14,70;10;['F0', 'F1', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8', 'F10', 'F12'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:f', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_78.txt;srs_78.txt;MaxSAT;1,00;1,00;2,00;10;['F0', 'F1', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8', 'F10', 'F12'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_79.txt;srs_79.txt;ASP;13,51;0,00;13,51;11;['F0', 'F1', 'F2', 'F4', 'F6', 'F8', 'F10', 'F11', 'F13', 'F14', 'F15'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_79.txt;srs_79.txt;MaxSAT;0,00;0,00;0,00;11;['F0', 'F1', 'F2', 'F4', 'F6', 'F8', 'F10', 'F11', 'F13', 'F14', 'F15'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_8.txt;srs_8.txt;ASP;16,89;0,00;16,89;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F8', 'F10', 'F12', 'F13', 'F15', 'F16', 'F19'];['A0:f', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:f', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_8.txt;srs_8.txt;MaxSAT;0,00;1,21;1,21;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F8', 'F10', 'F12', 'F13', 'F15', 'F16', 'F19'];['A0:f', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:f', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_80.txt;srs_80.txt;ASP;2,03;0,40;2,43;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_80.txt;srs_80.txt;MaxSAT;0,50;0,00;0,50;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_81.txt;srs_81.txt;ASP;13,91;0,00;13,91;11;['F0', 'F1', 'F2', 'F4', 'F5', 'F8', 'F10', 'F11', 'F15', 'F19', 'F21'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:f', 'A5:b', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
